name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,snapshot_date
Kingston FURY Impact 64 GB,145.16,"4, 2666","2, 32",2.268,Black,12.003,16.0,2023-08-06
Kingston Server Premier 32 GB,96.0,"4, 3200","1, 32",3.0,,13.75,22.0,2023-08-06
TEAMGROUP Elite Plus 64 GB,159.99,"5, 5200","2, 32",2.5,Black,16.154,42.0,2023-08-06
Patriot Viper 4 GB,199.99,"3, 1333","2, 2",49.998,Silver,10.503,7.0,2023-08-06
Corsair Vengeance 4 GB,32.78,"3, 1600","1, 4",8.195,Black / Yellow,11.25,9.0,2023-08-06
Mushkin Essentials 8 GB,25.99,"4, 2133","1, 8",3.249,Black / Green,14.065,15.0,2023-08-06
Patriot Viper 4 8 GB,59.84,"4, 2666","2, 4",7.48,Black / Red,11.253,15.0,2023-08-06
Corsair Vengeance RGB 32 GB,343.39,"4, 3466","4, 8",10.731,Black,9.233,16.0,2023-08-06
Corsair Vengeance LPX 64 GB,810.19,"4, 3733","4, 16",12.659,Black / Yellow,9.108,17.0,2023-08-06
Crucial CT4K16G4DFD824A 64 GB,234.99,"4, 2400","4, 16",3.672,Green / Black,14.167,17.0,2023-08-06
Corsair Vengeance LPX 32 GB,181.14,"4, 3333","4, 8",5.661,Black / Yellow,9.601,16.0,2023-08-06
Crucial CT4K8G4DFD824A 32 GB,158.99,"4, 2400","4, 8",4.968,Green / Black,14.167,17.0,2023-08-06
G.Skill Trident Z 16 GB,125.98,"4, 4266","2, 8",7.874,Silver / Red,8.908,19.0,2023-08-06
Corsair Dominator Platinum RGB 16 GB,119.99,"4, 4000","2, 8",7.499,Black / Silver,9.5,19.0,2023-08-06
Supermicro MEM-DR432L-HL01-ER26 32 GB,144.91,"4, 2666","1, 32",4.5280000000000005,Green / Black,14.254,19.0,2023-08-06
Thermaltake TOUGHRAM 16 GB,139.02,"4, 4000","2, 8",8.689,White / Silver,9.5,19.0,2023-08-06
G.Skill Ripjaws V 64 GB,790.31,"4, 4000","8, 8",12.349,Black,7.5,15.0,2023-08-06
Kingston FURY Renegade 32 GB,82.71,"4, 3200","1, 32",2.585,Black,10.0,16.0,2023-08-06
Kingston FURY Beast 16 GB,110.61,"4, 2666","4, 4",6.913,Black,12.003,16.0,2023-08-06
G.Skill Trident Z RGB 64 GB,399.95,"4, 2400","4, 16",6.249,Black,12.5,15.0,2023-08-06
Kingston Server Premier 8 GB,32.68,"4, 2666","1, 8",4.085,,14.254,19.0,2023-08-06
Kingston KCP424SS8/8 8 GB,33.97,"4, 2400","1, 8",4.246,Green / Black,14.167,17.0,2023-08-06
Corsair Vengeance RGB Pro 64 GB,529.99,"4, 3000","4, 16",8.281,Black,10.0,15.0,2023-08-06
Patriot Viper 4 8 GB,81.63,"4, 3600","2, 4",10.204,Red / Black,9.444,17.0,2023-08-06
Mushkin Essentials 16 GB,25.98,"3, 1600","2, 8",1.624,Black / Green,13.75,11.0,2023-08-06
G.Skill Trident Z Royal 16 GB,139.99,"4, 4000","2, 8",8.749,Silver,7.5,15.0,2023-08-06
Kingston Server Premier 16 GB,52.43,"4, 2666","1, 16",3.277,,14.254,19.0,2023-08-06
Corsair Vengeance Performance 16 GB,39.99,"4, 2666","2, 8",2.499,Black / Yellow,13.503,18.0,2023-08-06
Kingston KVR16LS11/8 8 GB,27.0,"3, 1600","1, 8",3.375,Green,13.75,11.0,2023-08-06
Crucial CT16G3ERSLD4160B 16 GB,25.89,"3, 1600","1, 16",1.618,Black / Green,13.75,11.0,2023-08-06
PROXMEM KERBEROS 32 GB,84.99,"5, 5600","2, 16",2.656,Black / Silver,12.857,36.0,2023-08-06
G.Skill Ripjaws X 16 GB,96.95,"3, 2133","2, 8",6.059,Black / Blue,9.376,10.0,2023-08-06
G.Skill Flare X 32 GB,73.86,"4, 2400","2, 16",2.308,Red,12.5,15.0,2023-08-06
Mushkin Redline Lumina 16 GB,54.99,"4, 4000","2, 8",3.437,Black,9.0,18.0,2023-08-06
GeIL EVO V RGB 32 GB,191.81,"5, 6400","2, 16",5.994,White,11.875,38.0,2023-08-06
G.Skill Ripjaws V 16 GB,120.32,"4, 4400","2, 8",7.52,Black,7.727,17.0,2023-08-06
PROXMEM KERBEROS 32 GB,72.98,"4, 3200","2, 16",2.281,Black / Silver,11.25,18.0,2023-08-06
Mushkin Silverline 4 GB,14.38,"3, 1333","1, 4",3.595,Black / Gray,13.503,9.0,2023-08-06
G.Skill Ripjaws X 16 GB,122.02,"3, 1866","4, 4",7.626,Black / Red,9.646,9.0,2023-08-06
Patriot Signature 4 GB,9.99,"3, 1600","1, 4",2.498,Black,13.75,11.0,2023-08-06
Silicon Power SP016GBLFU240B02 16 GB,54.39,"4, 2400","1, 16",3.399,,14.167,17.0,2023-08-06
Corsair Vengeance 16 GB,79.98,"3, 1600","2, 8",4.999,Black / Silver,11.25,9.0,2023-08-06
Samsung M393A1G40DB0-CPB 8 GB,19.57,"4, 2133","1, 8",2.446,Black / Green,14.065,15.0,2023-08-06
Corsair Vengeance RGB 32 GB,597.55,"4, 3000","4, 8",18.673,Black,10.0,15.0,2023-08-06
Corsair Vengeance Performance 16 GB,34.99,"4, 2400","1, 16",2.187,Black / Yellow,13.333,16.0,2023-08-06
Kingston ValueRAM 32 GB,104.03,"5, 4800","1, 32",3.251,,16.667,40.0,2023-08-06
Kingston FURY Impact 16 GB,39.99,"4, 3200","1, 16",2.499,Black,12.5,20.0,2023-08-06
Corsair Vengeance Performance 32 GB,69.98,"4, 2666","2, 16",2.187,Black / Yellow,13.503,18.0,2023-08-06
Kingston KCP421NS8/8 8 GB,39.99,"4, 2133","1, 8",4.999,Black / Green,14.065,15.0,2023-08-06
Corsair ValueSelect 32 GB,64.99,"4, 2666","1, 32",2.031,Black,13.503,18.0,2023-08-06
Corsair Vengeance RGB RS 64 GB,285.3,"4, 3200","4, 16",4.458,Black / Gray,10.0,16.0,2023-08-06
Mushkin Redline Lumina 64 GB,129.99,"4, 3200","2, 32",2.031,Black,10.0,16.0,2023-08-06
Patriot Extreme Performance 4 GB,54.8,"2, 800","2, 2",13.7,Black / Green,12.5,5.0,2023-08-06
Kingston Value 4 GB,24.85,"3, 1333","1, 4",6.213,Green,13.503,9.0,2023-08-06
Kingston KVR21N15D8/8 8 GB,49.99,"4, 2133","1, 8",6.249,Black / Green,14.065,15.0,2023-08-06
Corsair Vengeance RGB 32 GB,210.21,"4, 2666","4, 8",6.569,Black,12.003,16.0,2023-08-06
OLOy MD4U323016DJDA 64 GB,117.99,"4, 3000","2, 32",1.844,Black,10.667,16.0,2023-08-06
Kingston Fury Renegade RGB 64 GB,212.87,"4, 3600","2, 32",3.326,Black / Silver,10.0,18.0,2023-08-06
Timetec 75TT36NU2R8-16GK2 32 GB,104.99,"4, 3600","2, 16",3.281,Blue,10.0,18.0,2023-08-06
Kingston FURY Impact 32 GB,119.99,"5, 5600","1, 32",3.75,Black,14.286,40.0,2023-08-06
G.Skill Ripjaws V 8 GB,22.99,"4, 2400","1, 8",2.874,Red,14.167,17.0,2023-08-06
Mushkin Redline 16 GB,37.99,"4, 3200","2, 8",2.374,,10.0,16.0,2023-08-06
G.Skill Trident Z5 Neo RGB 48 GB,142.99,"5, 5600","2, 24",2.979,Black,14.286,40.0,2023-08-06
Mushkin Redline Lumina 16 GB,85.99,"4, 4133","2, 8",5.374,White,9.194,19.0,2023-08-06
Corsair Dominator Platinum RGB 16 GB,79.99,"4, 3200","2, 8",4.999,White,10.0,16.0,2023-08-06
G.Skill Aegis 16 GB,32.0,"3, 1333","2, 8",2.0,,13.503,9.0,2023-08-06
G.Skill Trident Z Royal Elite 32 GB,244.99,"4, 3600","4, 8",7.656,Gold,8.889,16.0,2023-08-06
G.Skill Aegis 64 GB,616.82,"4, 2133","4, 16",9.638,Black / Red,14.065,15.0,2023-08-06
G.Skill Aegis 8 GB,68.98,"4, 2133","2, 4",8.623,Black / Red,14.065,15.0,2023-08-06
Crucial CT32G4LFQ4213 32 GB,98.99,"4, 2133","1, 32",3.093,Black / Green,14.065,15.0,2023-08-06
G.Skill Ripjaws 32 GB,77.26,"4, 2133","4, 8",2.414,Red,14.065,15.0,2023-08-06
Kingston Server Premier 16 GB,52.44,"4, 3200","1, 16",3.277,,13.75,22.0,2023-08-06
G.Skill Ares 16 GB,39.99,"3, 1600","2, 8",2.499,Blue,11.25,9.0,2023-08-06
Corsair Dominator Platinum RGB 16 GB,79.98,"4, 3200","2, 8",4.999,White,10.0,16.0,2023-08-06
G.Skill Ripjaws V 16 GB,355.0,"4, 4800","2, 8",22.188,Black,7.083,17.0,2023-08-06
Kingston KVR16R11D4/8I 8 GB,13.0,"3, 1600","1, 8",1.625,Green,13.75,11.0,2023-08-06
G.Skill Trident Z RGB 16 GB,116.36,"4, 4000","2, 8",7.272,Black,9.0,18.0,2023-08-06
Corsair Dominator Platinum RGB 16 GB,170.75,"4, 4000","2, 8",10.672,Black,8.0,16.0,2023-08-06
PROXMEM KERBEROS 16 GB,49.99,"4, 3600","2, 8",3.124,Black / Silver,10.0,18.0,2023-08-06
Kingston FURY Renegade 64 GB,245.45,"4, 2666","4, 16",3.835,Black,9.752,13.0,2023-08-06
TEAMGROUP T-Force Zeus 16 GB,29.99,"4, 3200","1, 16",1.874,Red / Black,10.0,16.0,2023-08-06
GeIL Polaris RGB 32 GB,94.99,"5, 6000","2, 16",2.968,Black,12.667,38.0,2023-08-06
Corsair Vengeance LPX 32 GB,279.83,"4, 3600","4, 8",8.745,Black / Yellow,10.0,18.0,2023-08-06
G.Skill Ripjaws V 32 GB,88.39,"4, 2666","1, 32",2.762,Black,14.254,19.0,2023-08-06
Kingston Fury Renegade RGB 8 GB,46.06,"4, 4000","1, 8",5.758,Black / Silver,9.5,19.0,2023-08-06
Kingston FURY Beast 64 GB,153.26,"4, 2666","4, 16",2.395,Black,12.003,16.0,2023-08-06
TEAMGROUP T-Force Delta RGB 32 GB,124.99,"5, 5600","2, 16",3.906,Black,12.143,34.0,2023-08-06
G.Skill Aegis 8 GB,23.96,"4, 2400","1, 8",2.995,Black,14.167,17.0,2023-08-06
TEAMGROUP Elite 32 GB,95.99,"5, 6000","2, 16",3.0,Black,16.0,48.0,2023-08-06
Kingston FURY Renegade 16 GB,135.76,"5, 6000","1, 16",8.485,White / Silver,10.667,32.0,2023-08-06
Kingston KVR1333D3S8N9/2G 2 GB,17.38,"3, 1333","1, 2",8.69,Green,13.503,9.0,2023-08-06
Addlink Spider X4 32 GB,76.44,"4, 3200","2, 16",2.389,Black,10.0,16.0,2023-08-06
Patriot Signature Line 16 GB,41.99,"5, 4800","1, 16",2.624,Black,19.167,46.0,2023-08-06
G.Skill Ripjaws 32 GB,59.99,"4, 2666","2, 16",1.875,Black,13.503,18.0,2023-08-06
G.Skill Trident Z5 32 GB,124.85,"5, 5600","2, 16",3.902,Black,14.286,40.0,2023-08-06
Kingston KVR1333D3N9K3/12G 12 GB,89.99,"3, 1333","3, 4",7.499,Green,13.503,9.0,2023-08-06
Kingston Blu 8 GB,99.98,"3, 1600","2, 4",12.498,Blue / Silver,11.25,9.0,2023-08-06
G.Skill Ripjaws X 8 GB,21.18,"3, 1333","1, 8",2.647,Black / Red,13.503,9.0,2023-08-06
Crucial CT51264BA160B 4 GB,13.49,"3, 1600","1, 4",3.373,Green,13.75,11.0,2023-08-06
Crucial CT102472BD1339 8 GB,34.99,"3, 1333","1, 8",4.374,Green,13.503,9.0,2023-08-06
Mushkin Essentials 8 GB,23.28,"4, 2133","2, 4",2.91,Black / Green,14.065,15.0,2023-08-06
G.Skill Trident Z 16 GB,82.37,"4, 3200","2, 8",5.148,Silver / Black,9.375,15.0,2023-08-06
Corsair Vengeance LED 16 GB,174.99,"4, 2400","2, 8",10.937,Black / White,13.333,16.0,2023-08-06
Corsair Vengeance RGB 16 GB,241.26,"4, 3600","2, 8",15.079,Black,10.0,18.0,2023-08-06
Kingston KCP424NS6/4 4 GB,24.99,"4, 2400","1, 4",6.247,Green / Black,14.167,17.0,2023-08-06
Corsair Dominator Platinum RGB 16 GB,149.99,"4, 3000","2, 8",9.374,Black,10.0,15.0,2023-08-06
Kingston FURY Renegade 16 GB,48.9,"4, 3200","1, 16",3.056,Black,10.0,16.0,2023-08-06
Kingston Fury Renegade RGB 32 GB,88.72,"4, 3200","1, 32",2.772,Black / Silver,10.0,16.0,2023-08-06
TEAMGROUP Elite 4 GB,21.71,"4, 2400","1, 4",5.428,Black,13.333,16.0,2023-08-06
Mushkin Proline 16 GB,41.49,"4, 2133","1, 16",2.593,,14.065,15.0,2023-08-06
Mushkin Proline 16 GB,61.99,"4, 2933","1, 16",3.874,,14.32,21.0,2023-08-06
Thermaltake TOUGHRAM XG RGB 16 GB,229.98,"4, 4600","2, 8",14.374,White / Silver,8.261,19.0,2023-08-06
Corsair Vengeance 8 GB,39.99,"3, 1600","1, 8",4.999,Black / Silver,11.25,9.0,2023-08-06
TEAMGROUP T-Force Zeus 64 GB,89.99,"4, 3200","2, 32",1.406,Red / Black,13.75,22.0,2023-08-06
Silicon Power SP008GBLFU266B02 8 GB,24.41,"4, 2666","1, 8",3.051,,14.254,19.0,2023-08-06
G.Skill F4-3200C16Q2-128GTZSK 128 GB,360.43,"4, 3200","8, 16",2.816,Gray / Black,10.0,16.0,2023-08-06
G.Skill Trident Z RGB 128 GB,1099.0,"4, 3200","8, 16",8.586,,9.375,15.0,2023-08-06
Mushkin Redline Lumina 16 GB,81.99,"4, 3200","2, 8",5.124,Black,8.75,14.0,2023-08-06
Mushkin Proline 16 GB,41.49,"4, 2666","1, 16",2.593,,14.254,19.0,2023-08-06
GeIL Orion AMD Edition 32 GB,57.99,"4, 3200","2, 16",1.812,Red,10.0,16.0,2023-08-06
Mushkin Redline Lumina 64 GB,191.99,"4, 3600","2, 32",3.0,White,10.0,18.0,2023-08-06
Crucial CT2KIT204864BF160B 32 GB,329.99,"3, 1600","2, 16",10.312,Black / Green,13.75,11.0,2023-08-06
Corsair Vengeance RGB Pro 32 GB,284.99,"4, 4000","2, 16",8.906,Black,9.0,18.0,2023-08-06
G.Skill Trident Z 64 GB,344.67,"4, 3200","4, 16",5.385,Red / Silver,8.75,14.0,2023-08-06
Mushkin Proline 16 GB,44.11,"4, 3200","1, 16",2.757,,13.75,22.0,2023-08-06
G.Skill Ripjaws V 16 GB,155.0,"4, 4000","2, 8",9.688,Black,8.5,17.0,2023-08-06
G.Skill Sniper 8 GB,31.11,"3, 2400","2, 4",3.889,Black / Red,9.167,11.0,2023-08-06
G.Skill Trident Z 32 GB,196.24,"4, 3600","4, 8",6.133,Silver / White,8.889,16.0,2023-08-06
G.Skill Sniper 16 GB,64.24,"3, 2400","4, 4",4.015,Black / Red,9.167,11.0,2023-08-06
Corsair Vengeance LPX 16 GB,129.97,"4, 3000","2, 8",8.123,Gray,10.0,15.0,2023-08-06
G.Skill Trident Z Royal Elite 16 GB,109.99,"4, 3600","2, 8",6.874,Gold,8.889,16.0,2023-08-06
Kingston FURY Beast 128 GB,283.18,"4, 2666","4, 32",2.212,Black,12.003,16.0,2023-08-06
G.Skill Ripjaws X 8 GB,69.0,"3, 1600","2, 4",8.625,Black / Blue,11.25,9.0,2023-08-06
G.Skill Ares 8 GB,29.45,"3, 1600","2, 4",3.681,Black / Orange,11.25,9.0,2023-08-06
Corsair CMV16GX3M2A1333C9 16 GB,79.3,"3, 1333","2, 8",4.956,Green,13.503,9.0,2023-08-06
Samsung M393A1G43DB0-CPB0 8 GB,22.25,"4, 2133","1, 8",2.781,Black / Green,14.065,15.0,2023-08-06
Kingston KVR13R9S4/4I 4 GB,18.96,"3, 1333","1, 4",4.74,Green,13.503,9.0,2023-08-06
G.Skill Flare X 64 GB,163.29,"4, 3200","4, 16",2.551,Black,10.0,16.0,2023-08-06
Kingston HyperX Impact 16 GB,83.5,"4, 2666","1, 16",5.219,Black,11.253,15.0,2023-08-06
G.Skill Trident Z RGB 64 GB,798.0,"4, 3200","4, 16",12.469,,9.375,15.0,2023-08-06
G.Skill Ripjaws S5 64 GB,184.99,"5, 5600","2, 32",2.89,White,10.714,30.0,2023-08-06
TEAMGROUP T-Force DELTAα RGB 32 GB,97.99,"5, 5600","2, 16",3.062,Black,14.286,40.0,2023-08-06
G.Skill Trident Z Royal 64 GB,325.0,"4, 3200","4, 16",5.078,Silver,10.0,16.0,2023-08-06
Kingston FURY Renegade 64 GB,156.68,"4, 3200","2, 32",2.448,Black,10.0,16.0,2023-08-06
Mushkin Proline 8 GB,32.99,"3, 1600","1, 8",4.124,Black / Green,13.75,11.0,2023-08-06
G.Skill Trident Z RGB 16 GB,224.99,"4, 4600","2, 8",14.062,Black,7.826,18.0,2023-08-06
TEAMGROUP T-Force Vulcan 16 GB,68.31,"5, 5200","1, 16",4.269,Black,15.385,40.0,2023-08-06
Kingston Fury Beast RGB Special Edition 8 GB,29.99,"4, 3200","1, 8",3.749,White,10.0,16.0,2023-08-06
Corsair Vengeance RGB Pro 64 GB,409.89,"4, 3000","2, 32",6.405,Black,10.667,16.0,2023-08-06
Kingston KVR13N9K3/24 24 GB,159.99,"3, 1333","3, 8",6.666,Green,13.503,9.0,2023-08-06
G.Skill Ripjaws 16 GB,56.87,"4, 2400","4, 4",3.5540000000000003,Red,12.5,15.0,2023-08-06
Kingston ValueRAM 8 GB,43.96,"4, 2133","1, 8",5.495,Black / Green,14.065,15.0,2023-08-06
Patriot Signature Premium 8 GB,25.99,"4, 2666","2, 4",3.249,Black,14.254,19.0,2023-08-06
Timetec PINNACLE Konduit 32 GB,59.99,"4, 3200","2, 16",1.875,Black,10.0,16.0,2023-08-06
Corsair Vengeance RGB Pro SL 64 GB,159.99,"4, 3200","2, 32",2.5,Black,10.0,16.0,2023-08-06
TEAMGROUP T-Force Vulcan Z 64 GB,109.99,"4, 3200","2, 32",1.719,Red,10.0,16.0,2023-08-06
Mushkin Enhanced Redline Stiletto 32 GB,61.99,"4, 3200","2, 16",1.937,Black,10.0,16.0,2023-08-06
G.Skill Trident Z Neo 16 GB,799.99,"4, 3800","2, 8",49.999,Black / Silver,7.368,14.0,2023-08-06
Neo Forza MARS 16 GB,51.99,"4, 3200","2, 8",3.249,Gray / Black,10.0,16.0,2023-08-06
G.Skill Trident Z RGB 16 GB,129.99,"4, 3600","2, 8",8.124,,7.778,14.0,2023-08-06
HP 647901-B21 16 GB,25.99,"3, 1333","1, 16",1.624,Black / Green,13.503,9.0,2023-08-06
Kingston FURY Renegade 16 GB,80.61,"4, 4266","2, 8",5.038,Black,8.908,19.0,2023-08-06
G.Skill Ares 16 GB,35.99,"3, 1600","2, 8",2.249,Blue,12.5,10.0,2023-08-06
G.Skill Trident Z RGB 32 GB,290.54,"4, 4000","4, 8",9.079,Black,8.5,17.0,2023-08-06
G.Skill Trident Z Neo 64 GB,489.0,"4, 3600","4, 16",7.641,Silver / Black,10.0,18.0,2023-08-06
OLOy WarHawk RGB 64 GB,129.99,"4, 3200","2, 32",2.031,Black,10.0,16.0,2023-08-06
G.Skill Trident Z RGB 64 GB,271.02,"4, 3600","4, 16",4.235,Black,9.444,17.0,2023-08-06
Corsair Vengeance RGB Pro 32 GB,330.24,"4, 4000","2, 16",10.32,Black,9.0,18.0,2023-08-06
G.Skill Trident Z RGB 32 GB,331.58,"4, 3000","4, 8",10.362,Black,10.667,16.0,2023-08-06
G.Skill Trident Z 16 GB,48.99,"4, 3200","2, 8",3.062,Silver / Black,10.0,16.0,2023-08-06
Kingston Fury Beast RGB Special Edition 8 GB,31.99,"4, 3600","1, 8",3.999,White,9.444,17.0,2023-08-06
G.Skill Value 8 GB,17.73,"3, 1600","1, 8",2.216,Black,13.75,11.0,2023-08-06
Patriot Signature 4 GB,10.99,"3, 1333","1, 4",2.748,Green,13.503,9.0,2023-08-06
TEAMGROUP T-Force Dark Z 16 GB,110.03,"4, 3200","2, 8",6.877,Red / Black,10.0,16.0,2023-08-06
Kingston FURY Renegade 16 GB,64.39,"4, 4000","1, 16",4.024,Black,9.5,19.0,2023-08-06
Micron MT8JTF51264AZ-1G6E1 4 GB,19.98,"3, 1600","1, 4",4.995,Black / Green,13.75,11.0,2023-08-06
ADATA XPG SPECTRIX D80 16 GB,254.31,"4, 3600","2, 8",15.894,Red,9.444,17.0,2023-08-06
Timetec PINNACLE Konduit 8 GB,21.99,"4, 3600","1, 8",2.749,White,10.0,18.0,2023-08-06
TEAMGROUP Elite 4 GB,14.45,"3, 1600","1, 4",3.612,Black,13.75,11.0,2023-08-06
PROXMEM UNDERWORLD TUF 32 GB,104.99,"5, 5600","2, 16",3.281,Black / Gray,10.0,28.0,2023-08-06
Corsair Vengeance RGB Pro SL 128 GB,314.99,"4, 3200","4, 32",2.461,Black,10.0,16.0,2023-08-06
Neo Forza MARS 64 GB,109.49,"4, 3200","2, 32",1.711,Gray / Black,10.0,16.0,2023-08-06
G.Skill Trident Z Neo 16 GB,116.92,"4, 3600","2, 8",7.308,Silver / Black,8.889,16.0,2023-08-06
Patriot Signature Line 64 GB,167.68,"4, 3200","2, 32",2.62,Black,13.75,22.0,2023-08-06
G.Skill Trident Z Royal 64 GB,239.99,"4, 3200","2, 32",3.75,Silver,8.75,14.0,2023-08-06
Corsair Dominator Platinum RGB 32 GB,159.99,"4, 3200","4, 8",5.0,White,10.0,16.0,2023-08-06
Corsair Vengeance RGB RT 32 GB,124.99,"4, 3200","4, 8",3.906,Black,10.0,16.0,2023-08-06
G.Skill Ripjaws 16 GB,63.1,"4, 2666","4, 4",3.944,Red,11.253,15.0,2023-08-06
GeIL Orion RGB AMD Edition 32 GB,63.99,"4, 3200","2, 16",2.0,Red,10.0,16.0,2023-08-06
Corsair Vengeance Pro 32 GB,174.99,"3, 1600","4, 8",5.468,Black / Silver,11.25,9.0,2023-08-06
G.Skill NT 8 GB,57.0,"4, 2400","1, 8",7.125,Black,12.5,15.0,2023-08-06
G.Skill NT 16 GB,97.0,"4, 2400","2, 8",6.062,Black,12.5,15.0,2023-08-06
Kingston Server Premier 8 GB,29.37,"4, 3200","1, 8",3.671,,13.75,22.0,2023-08-06
Mushkin Essentials 16 GB,30.57,"4, 2133","2, 8",1.911,Black / Green,14.065,15.0,2023-08-06
Corsair Vengeance LPX 64 GB,344.2,"4, 2666","4, 16",5.378,White,12.003,16.0,2023-08-06
OLOy MD4U082619BBSA 8 GB,18.98,"4, 2666","1, 8",2.373,Red / Black,14.254,19.0,2023-08-06
G.Skill Ripjaws 16 GB,62.53,"4, 2400","4, 4",3.908,Black / Red,12.5,15.0,2023-08-06
TEAMGROUP Elite 8 GB,21.56,"3, 1600","1, 8",2.6950000000000003,Black,13.75,11.0,2023-08-06
TEAMGROUP T-Force Delta RGB 16 GB,114.99,"4, 3600","2, 8",7.187,Black,7.778,14.0,2023-08-06
Corsair Vengeance LPX 32 GB,69.98,"4, 2666","2, 16",2.187,Red,12.003,16.0,2023-08-06
PROXMEM KERBEROS TUF 32 GB,109.99,"5, 5600","2, 16",3.437,Black / Silver,10.0,28.0,2023-08-06
Mushkin Redline Lumina 32 GB,134.99,"4, 4133","2, 16",4.218,White,9.194,19.0,2023-08-06
Corsair XMS3 4 GB,24.99,"3, 1333","1, 4",6.247,Black / White,13.503,9.0,2023-08-06
G.Skill Trident Z RGB 32 GB,229.1,"4, 3600","4, 8",7.159,Black,8.889,16.0,2023-08-06
Mushkin Enhanced Redline Stiletto 16 GB,49.99,"4, 4000","2, 8",3.124,Black,9.0,18.0,2023-08-06
Mushkin Proline 32 GB,107.99,"4, 2666","1, 32",3.375,,14.254,19.0,2023-08-06
OLOy Blade RGB 64 GB,204.99,"5, 6000","2, 32",3.203,Black,10.667,32.0,2023-08-06
Kingston Fury Renegade RGB 8 GB,40.25,"4, 3600","1, 8",5.031,Black,8.889,16.0,2023-08-06
GeIL Orion AMD Edition 16 GB,32.99,"4, 3600","2, 8",2.062,Red,10.0,18.0,2023-08-06
Mushkin Enhanced Redline Stiletto 16 GB,37.99,"4, 3600","2, 8",2.374,Black,10.0,18.0,2023-08-06
GeIL Orion RGB AMD Edition 16 GB,34.99,"4, 3600","2, 8",2.187,Red,10.0,18.0,2023-08-06
Corsair Vengeance RGB Pro 16 GB,59.99,"4, 3200","2, 8",3.749,Black,10.0,16.0,2023-08-06
TEAMGROUP Elite Plus 32 GB,69.98,"5, 4800","1, 32",2.187,Silver,16.667,40.0,2023-08-06
G.Skill Trident Z Royal 64 GB,1018.0,"4, 3600","4, 16",15.906,Gold,7.778,14.0,2023-08-06
Kingston FURY Renegade 32 GB,125.78,"4, 3600","1, 32",3.931,Black,10.0,18.0,2023-08-06
Corsair XMS3 16 GB,79.99,"3, 1600","2, 8",4.999,Black / Silver,11.25,9.0,2023-08-06
Kingston Fury Renegade RGB 8 GB,37.86,"4, 3200","1, 8",4.732,Black,10.0,16.0,2023-08-06
Timetec PINNACLE Konduit RGB 32 GB,69.99,"4, 3600","1, 32",2.187,White,10.0,18.0,2023-08-06
G.Skill Ripjaws V 8 GB,34.99,"4, 3200","2, 4",4.374,Red,10.0,16.0,2023-08-06
Corsair Vengeance LPX 16 GB,262.52,"4, 3200","4, 4",16.407,Black / Yellow,10.0,16.0,2023-08-06
Crucial CT2K16G3ERSLD4160B 32 GB,109.49,"3, 1600","2, 16",3.422,Green,13.75,11.0,2023-08-06
Kingston ValueRAM 16 GB,44.4,"4, 3200","1, 16",2.775,,13.75,22.0,2023-08-06
G.Skill Trident Z5 RGB 32 GB,256.28,"5, 5600","2, 16",8.009,Silver / Black,12.857,36.0,2023-08-06
Crucial CT16G4DFRA266 16 GB,46.99,"4, 2666","1, 16",2.9370000000000003,Green,14.254,19.0,2023-08-06
Neo Forza FAYE 8 GB,30.86,"4, 3200","1, 8",3.857,Silver / Black,10.0,16.0,2023-08-06
G.Skill Trident Z 32 GB,167.9,"4, 3200","2, 16",5.247,Red / Silver,8.75,14.0,2023-08-06
TEAMGROUP T-Create Classic 32 GB,48.99,"4, 3200","2, 16",1.531,Silver / Black,13.75,22.0,2023-08-06
OLOy WarHawk RGB 8 GB,25.24,"4, 3600","1, 8",3.155,Black / Silver,10.0,18.0,2023-08-06
TEAMGROUP T-Force DELTAα RGB 32 GB,97.99,"5, 5600","2, 16",3.062,White,14.286,40.0,2023-08-06
G.Skill Trident Z5 RGB 32 GB,109.99,"5, 5600","2, 16",3.437,White / Black,10.714,30.0,2023-08-06
G.Skill Trident Z RGB 32 GB,299.0,"4, 4000","2, 16",9.344,Black,9.5,19.0,2023-08-06
G.Skill NS 16 GB,36.42,"4, 2400","2, 8",2.276,Black,12.5,15.0,2023-08-06
Kingston FURY Impact 16 GB,48.98,"4, 3200","2, 8",3.061,Black,12.5,20.0,2023-08-06
TEAMGROUP Elite 16 GB,26.99,"4, 3200","1, 16",1.687,Black,13.75,22.0,2023-08-06
Corsair CMV4GX4M1A2133C15 4 GB,14.99,"4, 2133","1, 4",3.748,Black,14.065,15.0,2023-08-06
ADATA XPG GAMMIX D45 16 GB,50.25,"4, 3200","1, 16",3.141,Black,10.0,16.0,2023-08-06
Lexar Hades OC 32 GB,186.0,"4, 3600","2, 16",5.812,Gray / Black,10.0,18.0,2023-08-06
G.Skill Ripjaws 16 GB,29.99,"3, 1866","2, 8",1.874,,11.79,11.0,2023-08-06
G.Skill Trident Z 32 GB,118.05,"4, 3600","2, 16",3.689,Black / White,9.444,17.0,2023-08-06
Kingston Renegade Silver 16 GB,84.99,"5, 6400","1, 16",5.312,Silver / Black,10.0,32.0,2023-08-06
Corsair Dominator Platinum RGB 64 GB,264.99,"4, 3600","4, 16",4.14,Black,8.889,16.0,2023-08-06
G.Skill Ripjaws S5 48 GB,124.99,"5, 5600","2, 24",2.604,Black,14.286,40.0,2023-08-06
